"unaligned","aligned_unmapped","mapped_to_exon","mapped_to_intron","ambiguous_mapping","mapped_to_ERCC","mapped_to_MT","number_of_genes","total_count_per_cell","non_mt_percent","non_ribo_percent","outliers","cell_line","cell_line_demuxlet","demuxlet_cls"
"CELL_000597",65009,3671,199380,23745,6858,0,7267,8965,99060,0.822531798826718,0.834524446343181,"FALSE","H2228","H2228","SNG"
"CELL_000598",69120,2751,203950,14715,8414,0,7917,8724,108277,0.83431384312141,0.786020966038867,"FALSE","HCC827","HCC827","SNG"
"CELL_000599",64973,3981,192359,30810,6693,0,9249,9555,100596,0.826682969419591,0.824933314949569,"FALSE","H2228","H2228","SNG"
"CELL_000600",67153,4995,191997,27983,6551,0,9564,9115,97086,0.826792740371754,0.804534041516383,"FALSE","H2228","H2228","SNG"
"CELL_000601",64555,4110,192603,30651,6865,0,6097,9004,93895,0.841631609687243,0.83830865985317,"FALSE","H2228","H2228","SNG"
"CELL_000602",63409,4792,191567,31962,5844,0,7682,8547,91696,0.83379863889005,0.854377415113264,"FALSE","H2228","H2228","SNG"
"CELL_000603",66186,5850,192243,24793,8951,0,7150,9516,94922,0.820863445690055,0.813531024048058,"FALSE","H1975","H1975","SNG"
"CELL_000604",69709,6644,179453,34060,7359,0,6106,9342,92877,0.835728974790774,0.779643961406596,"FALSE","H1975","H1975","SNG"
"CELL_000605",71938,3765,190358,24056,8053,0,8268,8660,97367,0.836772212265267,0.758049363947809,"FALSE","H1975","H1975","SNG"
"CELL_000606",63906,3865,198259,23073,8980,0,5950,9002,102607,0.828734881554988,0.766126992687927,"FALSE","H1975","H1975","SNG"
"CELL_000607",63077,3509,200455,21821,8215,0,6257,9080,104322,0.82801326653745,0.795172562338475,"FALSE","H1975","H1975","SNG"
"CELL_000608",63433,3542,200190,21013,8445,0,6063,9062,97820,0.834686158164518,0.814097238387115,"FALSE","H1975","H1975","SNG"
"CELL_000609",62794,4057,200987,22001,6975,0,6918,9444,104720,0.827282276467983,0.837662257671671,"FALSE","H2228","H2228","SNG"
"CELL_000610",65485,2636,201863,17267,8803,0,7455,8893,106249,0.827433669886076,0.810322844419915,"FALSE","H1975","H1975","SNG"
"CELL_000611",71446,4895,188505,24525,7225,0,9363,8786,95432,0.832299438256319,0.789902675213484,"FALSE","HCC827","HCC827","SNG"
"CELL_000612",65876,3461,195100,24129,6453,0,8191,9372,100870,0.824972737104692,0.819420955742941,"FALSE","H2228","H2228","SNG"
"CELL_000613",65435,3817,199883,16254,9300,0,5021,8882,110308,0.833783587696832,0.789534685649755,"FALSE","H1975","H1975","SNG"
"CELL_000614",63324,4457,187378,33538,6291,0,7532,8987,92810,0.837711453416904,0.829738085363853,"FALSE","H2228","H2228","SNG"
"CELL_000615",62015,4110,192392,29706,6428,0,10137,9476,100246,0.822616363663127,0.853610033955466,"FALSE","H2228","H2228","SNG"
"CELL_000616",70335,3609,190747,21731,7803,0,7774,8545,96167,0.838426903112458,0.771189621056119,"FALSE","H1975","H1975","SNG"
"CELL_000617",63298,3724,195457,25724,6463,0,7183,9272,96285,0.833951290353227,0.843391925700584,"FALSE","H2228","H2228","SNG"
"CELL_000618",68391,4158,189932,22220,7676,0,6624,8610,96193,0.846464919396789,0.788019836368568,"FALSE","H1975","H1975","SNG"
"CELL_000619",66797,4128,187941,26429,8598,0,12432,8973,94380,0.817111676116008,0.797266285519571,"FALSE","H1975","H1975","SNG"
"CELL_000620",75563,4169,183173,24131,6539,0,13041,8471,94892,0.83171394840116,0.773479242351385,"FALSE","HCC827","HCC827","SNG"
"CELL_000621",66963,4888,189537,22695,8408,0,5902,9211,95443,0.829846086058711,0.798308854676733,"FALSE","H1975","H1975","SNG"
"CELL_000622",63997,3921,195145,20967,8548,0,6941,8955,97643,0.834120213345133,0.794567885606968,"FALSE","H1975","H1975","SNG"
"CELL_000623",62434,3170,203947,14338,8214,0,8098,9214,103480,0.836992655504736,0.802435175644069,"FALSE","H1975","H1975","SNG"
"CELL_000624",64096,3034,195136,21195,8799,0,4265,8928,95335,0.834887501879175,0.803146713888214,"FALSE","H1975","H1975","SNG"
"CELL_000625",62539,3734,193176,24604,6821,0,7688,9239,96887,0.827758109877717,0.843549615165129,"FALSE","H2228","H2228","SNG"
"CELL_000626",59379,3519,199923,21699,6799,0,7334,9348,97486,0.832139999504325,0.851773500628449,"FALSE","H2228","H2228","SNG"
"CELL_000628",75131,3249,182309,22707,7373,0,6606,8390,93643,0.847591384209435,0.773832451562589,"FALSE","HCC827","HCC827","SNG"
"CELL_000629",68369,3120,186484,23737,8641,0,7215,8928,94451,0.831679918599943,0.785952421260503,"FALSE","H1975","H1975","SNG"
"CELL_000630",63260,4111,187689,27423,6568,0,5984,8975,91743,0.829425678162974,0.836608696400957,"FALSE","H2228","H2228","SNG"
"CELL_000631",64044,4312,189245,24055,6557,0,10167,8979,94108,0.817730692309078,0.823171162582229,"FALSE","H2228","H2228","SNG"
"CELL_000632",66162,4436,191078,17738,8365,0,5576,8369,93778,0.83388427980615,0.792200644905986,"FALSE","HCC827","HCC827","SNG"
"CELL_000633",64526,3963,190000,20780,8245,0,7401,8794,97439,0.827769168317843,0.778066197511654,"FALSE","H1975","H1975","SNG"
"CELL_000634",65277,3248,192718,17782,8209,0,3978,8329,96575,0.84009319173284,0.795164297679079,"FALSE","HCC827","HCC827","SNG"
"CELL_000635",64283,2928,190765,21307,7786,0,7488,8839,96423,0.821090403656691,0.794053203690696,"FALSE","H1975","H1975","SNG"
"CELL_000636",65790,4667,186440,23241,7129,0,8523,8784,95816,0.837563663601323,0.804051431488329,"FALSE","HCC827","HCC827","SNG"
"CELL_000637",67938,3245,184703,23311,7241,0,9438,8861,93185,0.820550517699141,0.79087827537927,"FALSE","HCC827","HCC827","SNG"
"CELL_000639",63262,4146,181312,30224,6081,0,9481,9254,91044,0.825216378803082,0.827863359709222,"FALSE","H2228","H2228","SNG"
"CELL_000640",60178,4109,188720,24715,6498,0,8618,8893,91970,0.826215070041729,0.847950326416187,"FALSE","H2228","H2228","SNG"
"CELL_000641",64402,3722,186372,21321,8598,0,8284,8533,88398,0.84316387239042,0.814158599271635,"FALSE","H1975","H1975","SNG"
"CELL_000642",63220,5374,180293,26369,8494,0,6515,9347,92046,0.810725072158407,0.810453380868981,"FALSE","H1975","H1975","SNG"
"CELL_000643",63832,3497,187463,20460,8669,0,5022,8837,94044,0.825911275485314,0.7965951260479,"FALSE","H1975","H1975","SNG"
"CELL_000644",60936,3035,195242,16533,8191,0,5671,8469,95547,0.853988089541902,0.829246252708484,"FALSE","H1975","H1975","SNG"
"CELL_000645",62825,3936,183028,26195,7694,0,7567,8923,91827,0.824713864024229,0.814629595366331,"FALSE","H1975","H1975","SNG"
"CELL_000646",63831,3892,182029,26687,7811,0,7186,9010,95976,0.8342814869515,0.767243814365694,"FALSE","H1975","H1975","SNG"
"CELL_000647",64842,5210,184019,21046,8114,0,6869,9222,108122,0.827185956528071,0.785057547487325,"FALSE","H1975","H1975","SNG"
"CELL_000648",62796,3909,182620,27190,6283,0,8930,8996,87640,0.829529894930451,0.833523410141099,"FALSE","H2228","H2228","SNG"
"CELL_000649",67022,5361,171688,31688,7073,0,10394,8400,89306,0.844097820880557,0.778906145286303,"FALSE","HCC827","HCC827","SNG"
"CELL_000650",61925,4433,179756,29405,6220,0,7233,8927,88440,0.83040479411687,0.822998550090621,"FALSE","H2228","H2228","SNG"
"CELL_000651",61889,2801,189834,19492,8021,0,6482,8969,98550,0.81501775740081,0.810471759465068,"FALSE","H1975","H1975","SNG"
"CELL_000652",59805,3969,185519,26757,6229,0,8971,9349,92805,0.829136361098094,0.83833836125873,"FALSE","H2228","H2228","SNG"
"CELL_000653",61452,4098,184463,25234,6029,0,7349,8962,93507,0.831124942428789,0.826868488255586,"FALSE","H2228","H2228","SNG"
"CELL_000654",61511,2911,190924,19464,7804,0,4372,8791,99976,0.840091621905248,0.811384651177818,"FALSE","H1975","H1975","SNG"
"CELL_000655",61439,3962,178850,30326,6265,0,8513,8935,87804,0.818083458519192,0.842023046555619,"FALSE","H2228","H2228","SNG"
"CELL_000656",63350,3396,178973,29205,6292,0,8256,8820,86741,0.829722968281467,0.824615715219364,"FALSE","H2228","H2228","SNG"
"CELL_000657",61660,4756,186445,18879,8642,0,5761,8974,92145,0.824873840053733,0.800607650918916,"FALSE","H1975","H1975","SNG"
"CELL_000658",61128,3647,187466,19747,7915,0,12076,8809,91451,0.81304742421482,0.821456209176913,"FALSE","H1975","H1975","SNG"
"CELL_000659",59746,4109,179819,30306,5798,0,7335,8903,85639,0.826632725647587,0.852216764299354,"FALSE","H2228","H2228","SNG"
"CELL_000660",63799,4385,182428,22011,6953,0,6631,8838,91275,0.832396603579031,0.811865153452188,"FALSE","HCC827","HCC827","SNG"
"CELL_000661",64337,4960,182056,19899,7973,0,10411,9039,98592,0.809720869765324,0.788725171542806,"FALSE","H1975","H1975","SNG"
"CELL_000662",62480,3942,174321,30249,5874,0,7600,8963,84538,0.827592325246919,0.826894316532883,"FALSE","H2228","H2228","SNG"
"CELL_000663",62106,5073,168881,36110,5379,0,8585,8781,83534,0.835001316729116,0.826274232495244,"FALSE","H2228","H2228","SNG"
"CELL_000664",59485,4506,178439,29263,6170,0,9164,9146,90095,0.827149120281131,0.828458757038819,"FALSE","H2228","H2228","SNG"
"CELL_000665",61315,3746,187589,15783,8390,0,6814,8503,94086,0.830336075417136,0.804678612686413,"FALSE","H1975","H1975","SNG"
"CELL_000666",63966,2553,184520,17826,8143,0,5544,8334,91659,0.828789316834267,0.789513218613206,"FALSE","H1975","H1975","SNG"
"CELL_000667",60302,3980,183171,23114,6411,0,8145,8753,90425,0.819529997144647,0.824296287055982,"FALSE","H2228","H2228","SNG"
"CELL_000668",61322,4682,176252,27006,7137,0,10609,9218,90761,0.821817741009705,0.811659103396932,"FALSE","H1975","H1975","SNG"
"CELL_000669",64885,4876,168717,32178,5384,0,8574,8762,84268,0.837791332316206,0.797230170737389,"FALSE","H2228","H2228","SNG"
"CELL_000671",63299,3954,181902,19378,7756,0,9626,8635,92585,0.830944537362322,0.79540953767786,"FALSE","H1975","H1975","SNG"
"CELL_000672",59448,4099,183423,22246,7999,0,10512,8988,92462,0.80358417503368,0.825549866372146,"FALSE","H1975","H1975","SNG"
"CELL_000673",63200,4044,179278,21748,7104,0,8503,8476,88930,0.832711121012851,0.821859797384483,"FALSE","HCC827","HCC827","SNG"
"CELL_000674",59630,3601,182533,23031,6453,0,6092,8688,89794,0.828507472567376,0.829698996625722,"FALSE","H2228","H2228","SNG"
"CELL_000675",60282,3923,178246,26837,5867,0,9451,8700,85569,0.830160455208059,0.839965309870945,"FALSE","H2228","H2228","SNG"
"CELL_000676",59561,3450,180297,26258,6349,0,8195,9332,90390,0.823929638143165,0.838798446863763,"FALSE","H2228","H2228","SNG"
"CELL_000677",60844,2962,183636,19309,8292,0,6546,8552,91332,0.821595935617134,0.793303465017358,"FALSE","H1975","H1975","SNG"
"CELL_000678",64295,2984,180098,19664,7292,0,6549,8852,96845,0.835851102190526,0.795859280720814,"FALSE","H1975","H1975","SNG"
"CELL_000679",58407,3681,185774,18545,8265,0,5981,9243,97094,0.823521535746439,0.83870261409535,"FALSE","H1975","H1975","SNG"
"CELL_000680",60281,3742,180963,21631,7309,0,6360,9145,88429,0.841737438980228,0.815512918215414,"FALSE","H1975","H1975","SNG"
"CELL_000681",59216,3226,183125,20355,7421,0,6913,9106,92922,0.833623899525018,0.81747047873803,"FALSE","H1975","H1975","SNG"
"CELL_000682",57939,3230,183706,22202,6563,0,8285,9046,93542,0.818381047997864,0.8385002631438,"FALSE","H2228","H2228","SNG"
"CELL_000683",60295,4655,169291,33657,6066,0,7356,8943,83489,0.828121069742347,0.835475232009578,"FALSE","H2228","H2228","SNG"
"CELL_000684",60930,3317,177818,25611,6152,0,7800,8931,87194,0.830791109384729,0.828531684687973,"FALSE","H2228","H2228","SNG"
"CELL_000685",60185,3420,179573,24609,6018,0,9250,9082,88662,0.821795131981932,0.839502736290323,"FALSE","H2228","H2228","SNG"
"CELL_000686",60678,4531,169401,32491,5700,0,6710,9033,83298,0.835482244371356,0.840488266166263,"FALSE","H2228","H2228","SNG"
"CELL_000687",60031,2927,176398,26886,6340,0,7056,8844,88068,0.830074487801463,0.815744559233256,"FALSE","H2228","H2228","SNG"
"CELL_000688",58262,4921,168981,35661,5497,0,9127,9075,82692,0.83368403221186,0.858390066948427,"FALSE","H2228","H2228","SNG"
"CELL_000689",61480,4072,173857,26581,6179,0,6391,8819,86948,0.829886828813787,0.817177989467499,"FALSE","H2228","H2228","SNG"
"CELL_000690",61049,3018,181122,18894,7304,0,6671,9081,89358,0.830916090240279,0.819635531274701,"FALSE","H1975","H1975","SNG"
"CELL_000691",56183,3463,177358,28753,6217,0,6275,8874,88272,0.832381729106355,0.847663942398049,"FALSE","H2228","H2228","SNG"
"CELL_000692",55584,3828,179553,26487,5867,0,7361,9139,89215,0.828717143885141,0.853634382824146,"FALSE","H2228","H2228","SNG"
"CELL_000693",59086,3734,178043,22533,7871,0,6308,8705,88587,0.833767934252908,0.806404911961697,"FALSE","H1975","H1975","SNG"
"CELL_000694",61226,4771,175206,21009,7784,0,7121,8788,92346,0.811502393085623,0.804961687029034,"FALSE","H1975","H1975","SNG"
"CELL_000695",62651,4397,168567,27831,7052,0,8839,8594,84934,0.851520003667375,0.794923023179996,"FALSE","H1975","H1975","SNG"
"CELL_000696",59490,2519,183843,15383,7782,0,7049,8625,89863,0.827125735750295,0.825868174235428,"FALSE","H1975","H1975","SNG"
"CELL_000697",58287,3323,179500,22151,5808,0,5417,9154,95302,0.825061383724889,0.821409747811195,"FALSE","H2228","H2228","SNG"
"CELL_000698",61903,5043,165125,32070,5500,0,6380,9157,79808,0.83996591809844,0.838324373706349,"FALSE","H2228","H2228","SNG"
"CELL_000700",61022,3057,175378,23006,5904,0,6376,8695,87715,0.830918314902706,0.813361361983542,"FALSE","H2228","H2228","SNG"
"CELL_000701",60815,2904,179318,19010,7187,0,7043,8617,90977,0.827879573867254,0.800905635390743,"FALSE","HCC827","HCC827","SNG"
"CELL_000702",60840,4437,166067,30868,5709,0,6355,8830,81847,0.835485723259804,0.811880605045927,"FALSE","H2228","H2228","SNG"
"CELL_000703",55050,2427,188116,12375,7892,0,4866,8865,93908,0.827895386886325,0.792861013666459,"FALSE","H1975","H1975","SNG"
"CELL_000704",62749,2721,175141,19437,6218,0,6629,8296,88330,0.826559492717473,0.813041909539012,"FALSE","H2228","H2228","SNG"
"CELL_000705",64542,3657,171282,19373,6829,0,7449,8310,84412,0.833921717192588,0.783774725895047,"FALSE","HCC827","HCC827","SNG"
"CELL_000706",60044,3299,176156,19997,7087,0,7090,8542,90344,0.835451164345673,0.794883910953255,"FALSE","HCC827","HCC827","SNG"
"CELL_000707",60307,2656,174275,20772,7750,0,4753,8543,87116,0.840362275490109,0.769250106840293,"FALSE","H1975","H1975","SNG"
"CELL_000708",61892,4590,168675,22457,7458,0,5544,9023,87819,0.848415490856373,0.780594087772112,"FALSE","H1975","H1975","SNG"
"CELL_000709",60504,3924,169219,25310,5746,0,7255,8486,84255,0.837505192470773,0.805139065320863,"FALSE","H2228","H2228","SNG"
"CELL_000710",61558,3088,172737,19062,7594,0,7074,8181,87692,0.846280162290029,0.78256844608762,"FALSE","H1975","H1975","SNG"
"CELL_000711",60892,2902,171387,21353,7182,0,1181,9156,85355,0.849417140079736,0.787253144250115,"FALSE","H1975","H1975","SNG"
"CELL_000712",63693,3737,171654,17612,6872,0,6468,8294,90024,0.849173553624681,0.767062031562469,"FALSE","HCC827","HCC827","SNG"
"CELL_000714",55047,4371,176573,19709,6277,0,6529,8687,90827,0.817091833836074,0.832957068607675,"FALSE","H2228","H2228","SNG"
"CELL_000715",58209,2992,172436,21850,5911,0,6145,8274,83621,0.83605792793245,0.821707367562291,"FALSE","H2228","H2228","SNG"
"CELL_000716",59854,4746,165895,23190,7755,0,4704,9037,83503,0.822844688116254,0.809671411844914,"FALSE","H1975","H1975","SNG"
"CELL_000717",56435,3122,177188,16754,7371,0,4628,9017,100829,0.832052286462025,0.81911941811191,"FALSE","H1975","H1975","SNG"
"CELL_000718",55702,4128,160077,35085,6638,0,7151,8954,80705,0.827681060550439,0.82561169374739,"FALSE","H1975","H1975","SNG"
"CELL_000719",58908,4385,163949,26225,7479,0,3094,9130,83123,0.841163095552234,0.800632700861049,"FALSE","H1975","H1975","SNG"
"CELL_000720",54841,3645,170926,25980,5743,0,7631,8755,83828,0.836665553175948,0.84588671495363,"FALSE","H2228","H2228","SNG"
"CELL_000721",56360,3812,164664,30007,5557,0,4578,8933,80471,0.848119198115083,0.842353041175947,"FALSE","H2228","H2228","SNG"
"CELL_000722",60182,4086,166511,23539,5588,0,6734,8751,82040,0.828035104725983,0.819002825572547,"FALSE","H2228","H2228","SNG"
"CELL_000723",60767,6982,158635,25630,7152,0,5288,8778,78059,0.82541410973425,0.794860196151604,"FALSE","H1975","H1975","SNG"
"CELL_000724",55386,5309,163486,29925,6823,0,11713,8662,78983,0.81598571834243,0.852183273339418,"FALSE","H1975","H1975","SNG"
"CELL_000725",59262,4436,164619,25127,7078,0,7536,8268,83058,0.832358111099189,0.789448242258634,"FALSE","H1975","H1975","SNG"
"CELL_000726",56866,3600,162824,30204,5684,0,6509,8744,79826,0.831145240794836,0.845601577731369,"FALSE","H2228","H2228","SNG"
"CELL_000727",62846,2875,171090,16592,6990,0,5153,8394,90163,0.829719507910149,0.79542597346739,"FALSE","HCC827","HCC827","SNG"
"CELL_000728",59436,4364,166570,22101,7226,0,8753,8644,82282,0.822901728102999,0.809532970815856,"FALSE","H1975","H1975","SNG"
"CELL_000729",56690,4012,160538,32656,5452,0,4995,8815,81042,0.843130722237466,0.833431944740759,"FALSE","H2228","H2228","SNG"
"CELL_000730",58822,4485,159600,28833,6696,0,8724,8916,79480,0.837367891188051,0.815550979422373,"FALSE","H1975","H1975","SNG"
"CELL_000731",55704,2866,174253,19713,6027,0,8303,8683,85238,0.822238907433042,0.834111448636588,"FALSE","H2228","H2228","SNG"
"CELL_000732",62497,3162,162309,23659,5700,0,7964,8779,83921,0.818591294095805,0.836917954157129,"FALSE","H2228","H2228","SNG"
"CELL_000733",61315,3342,168754,19649,6612,0,8850,8622,91218,0.825473042510746,0.78986594862133,"FALSE","HCC827","HCC827","SNG"
"CELL_000734",54896,4129,168276,24978,5574,0,6873,8804,80111,0.832370086401072,0.846275686700243,"FALSE","H2228","H2228","SNG"
"CELL_000735",60565,4148,159803,26137,6741,0,7817,9007,79670,0.835358353102126,0.791979315679765,"FALSE","H1975","H1975","SNG"
"CELL_000736",61704,3857,162299,23087,5957,0,9465,8634,83526,0.826461221556586,0.802911572095926,"FALSE","HCC827","HCC827","SNG"
"CELL_000737",57803,4226,164457,25230,5578,0,5934,8973,80519,0.839975657814929,0.864342470181886,"FALSE","H2228","H2228","SNG"
"CELL_000738",59785,3037,166675,20437,6823,0,6116,9003,88974,0.830680872970679,0.804785577271385,"FALSE","H1975","H1975","SNG"
"CELL_000739",57124,3775,169569,18724,7787,0,8857,8693,89279,0.805911804477435,0.809047949792454,"FALSE","H1975","H1975","SNG"
"CELL_000740",55332,4143,164236,27219,5853,0,6035,8953,82280,0.832194943992198,0.832875445688449,"FALSE","H2228","H2228","SNG"
"CELL_000741",54805,2525,175386,18142,6022,0,7376,8632,94480,0.823475867821393,0.81465910090399,"FALSE","H2228","H2228","SNG"
"CELL_000742",54947,2779,174529,16719,6671,0,6614,8656,91932,0.836324674668633,0.812350344564423,"FALSE","HCC827","HCC827","SNG"
"CELL_000743",57423,5329,158154,27215,7664,0,11082,8601,78615,0.840208611481243,0.802289537328813,"FALSE","H1975","H1975","SNG"
"CELL_000744",55542,4474,159814,30984,5468,0,6601,9203,78952,0.835317661258066,0.830656496269063,"FALSE","H2228","H2228","SNG"
"CELL_000746",55893,3728,168252,18096,7769,0,6809,8429,85182,0.825174332508608,0.808410132608986,"FALSE","H1975","H1975","SNG"
"CELL_000747",57535,3955,164189,22150,7135,0,8032,8553,84593,0.831700022362169,0.792394076059003,"FALSE","H1975","H1975","SNG"
"CELL_000748",57220,3776,165312,20472,7058,0,8638,8436,82899,0.829672251676176,0.810600753857012,"FALSE","H1975","H1975","SNG"
"CELL_000749",56511,4193,162013,24552,6958,0,8137,9221,84240,0.823385564954489,0.814244917587261,"FALSE","H1975","H1975","SNG"
"CELL_000750",59232,2939,169186,15419,6552,0,6955,8208,84973,0.825179762886425,0.806809126803911,"FALSE","HCC827","HCC827","SNG"
"CELL_000751",55700,3604,158391,30352,5154,0,7157,8930,78037,0.835283262960482,0.855030196569551,"FALSE","H2228","H2228","SNG"
"CELL_000752",54028,3221,166856,23404,5429,0,6440,9032,85227,0.834442136783596,0.834183904844251,"FALSE","H2228","H2228","SNG"
"CELL_000753",56411,3893,155665,32313,5140,0,5263,8800,76756,0.836247329090071,0.835283126363656,"FALSE","H2228","H2228","SNG"
"CELL_000754",57253,3929,158403,27496,5007,0,4830,8350,76568,0.844099362547788,0.853842224709771,"FALSE","H2228","H2228","SNG"
"CELL_000755",56175,3501,172674,13839,6027,0,10021,8412,91477,0.817538834809019,0.821091550762317,"FALSE","HCC827","HCC827","SNG"
"CELL_000756",57957,3171,166089,17323,6911,0,5876,8190,86081,0.83910502888685,0.802871620581589,"FALSE","HCC827","HCC827","SNG"
"CELL_000757",58712,3608,159016,23681,6249,0,7374,8334,80440,0.836611138632942,0.788898459858471,"FALSE","H1975","H1975","SNG"
"CELL_000758",54435,4870,155706,30641,5306,0,6900,8838,76000,0.834184210416555,0.842907783827923,"FALSE","H2228","H2228","SNG"
"CELL_000759",56221,3727,161041,22425,7038,0,4537,8563,82293,0.836328727736706,0.786057041782771,"FALSE","H1975","H1975","SNG"
"CELL_000760",53399,2926,166150,21680,5475,0,6800,8693,81721,0.828477380253732,0.84722398805399,"FALSE","H2228","H2228","SNG"
"CELL_000761",57804,4258,156709,26569,4921,0,7085,8464,79066,0.838856145392602,0.80244342670131,"FALSE","H2228","H2228","SNG"
"CELL_000762",56031,2466,170114,15378,6722,0,5986,8109,90605,0.829987307452129,0.798697555466304,"FALSE","HCC827","HCC827","SNG"
"CELL_000763",54013,3968,163289,23399,5528,0,5835,8911,79721,0.835877623106098,0.832716494685654,"FALSE","H2228","H2228","SNG"
"CELL_000764",53198,3313,163230,24171,5314,0,6302,8585,83178,0.835052537830309,0.843852840432225,"FALSE","H2228","H2228","SNG"
"CELL_000765",55807,2592,165043,19646,5953,0,4741,8230,88409,0.841611148091075,0.808684544708735,"FALSE","H2228","H2228","SNG"
"CELL_000766",57783,3077,163885,17585,6579,0,6429,8418,91729,0.820209530157288,0.79497205954801,"FALSE","HCC827","HCC827","SNG"
"CELL_000767",56488,2963,163894,18500,6975,0,3299,8025,81636,0.840462540932865,0.782534570222136,"FALSE","H1975","H1975","SNG"
"CELL_000768",54986,4210,157875,26416,5226,0,6288,8694,76550,0.833520574678835,0.823030591374188,"FALSE","H2228","H2228","SNG"
"CELL_000770",52379,4400,158797,26536,5202,0,5889,9102,78470,0.834382566479625,0.88161069432768,"FALSE","H2228","H2228","SNG"
"CELL_000771",54880,2837,161507,21400,6439,0,3668,8885,83312,0.845856539172525,0.805118013597319,"FALSE","H1975","H1975","SNG"
"CELL_000772",56527,3335,157121,24293,5489,0,6992,8559,78810,0.825123715159862,0.815581675474981,"FALSE","H2228","H2228","SNG"
"CELL_000774",55121,3107,158489,24769,5350,0,7512,8301,78946,0.824322954826803,0.823005494514542,"FALSE","H2228","H2228","SNG"
"CELL_000775",54934,3657,155424,26846,5154,0,6155,8622,74834,0.827792179914505,0.834112724949525,"FALSE","H2228","H2228","SNG"
"CELL_000776",56073,3963,155506,26020,5036,0,8404,8576,76554,0.825796169915903,0.820074611375681,"FALSE","H2228","H2228","SNG"
"CELL_000777",52961,3649,159600,24914,5642,0,5307,8762,77873,0.831674649643436,0.840406708306254,"FALSE","H2228","H2228","SNG"
"CELL_000778",56525,2868,158989,22239,6388,0,7197,8770,78863,0.827561720854195,0.80471186681817,"FALSE","H1975","H1975","SNG"
"CELL_000779",53203,3420,163807,19157,6813,0,4211,8205,80062,0.824673378028943,0.804301565748849,"FALSE","HCC827","HCC827","SNG"
"CELL_000780",53697,3520,159355,24377,4853,0,6580,8455,78713,0.836520015647159,0.846543665399151,"FALSE","H2228","H2228","SNG"
"CELL_000781",52656,3222,165460,19262,5556,0,7576,8947,93283,0.815732770085039,0.824834018542069,"FALSE","H2228","H2228","SNG"
"CELL_000782",57637,3739,149880,29360,4729,0,6503,8540,72207,0.839780076607562,0.838242713553712,"FALSE","H2228","H2228","SNG"
"CELL_000783",59274,3363,158897,15621,7489,0,5808,8113,82282,0.825368853354881,0.801876376136169,"FALSE","H1975","H1975","SNG"
"CELL_000784",56852,4469,146977,31705,4607,0,6927,8662,74926,0.844539945967416,0.826615483728548,"FALSE","H2228","H2228","SNG"
"CELL_000785",51143,3114,163571,21570,5359,0,6988,8259,78974,0.831387545162789,0.846481013183958,"FALSE","H2228","H2228","SNG"
"CELL_000786",55671,4180,153225,25648,5277,0,7985,8422,76424,0.830890819529089,0.820723748989356,"FALSE","H2228","H2228","SNG"
"CELL_000787",59734,3121,155240,19589,6424,0,5993,7637,78804,0.844957108668982,0.790429319523207,"FALSE","HCC827","HCC827","SNG"
"CELL_000788",54542,3177,163197,16489,6832,0,4943,8289,83234,0.83306100862231,0.798591825625126,"FALSE","H1975","H1975","SNG"
"CELL_000789",54271,3623,161472,16416,7565,0,5044,8122,81028,0.822246630692816,0.804005923383778,"FALSE","H1975","H1975","SNG"
"CELL_000790",54187,3661,158949,20762,6516,0,4790,8814,81256,0.853057004916184,0.806266514932249,"FALSE","H1975","H1975","SNG"
"CELL_000791",56267,4868,152168,25787,5237,0,6489,8304,77086,0.836247826993715,0.815919775845189,"FALSE","H2228","H2228","SNG"
"CELL_000792",51148,3924,156833,26398,5469,0,6235,8658,77615,0.824995168353412,0.838884128211798,"FALSE","H2228","H2228","SNG"
"CELL_000793",56671,2675,163439,14021,6786,0,5148,8335,86725,0.845477082635287,0.775658601826624,"FALSE","H1975","H1975","SNG"
"CELL_000794",52646,3306,161015,20474,5466,0,7148,8942,81940,0.825823773392016,0.831291087223446,"FALSE","H2228","H2228","SNG"
"CELL_000795",52185,3630,156799,25167,5076,0,6786,8327,78451,0.832965800202296,0.838217379228132,"FALSE","H2228","H2228","SNG"
"CELL_000796",55251,4815,148714,29043,5082,0,6506,8666,73140,0.838419469395896,0.837722062110738,"FALSE","H2228","H2228","SNG"
"CELL_000797",54124,4359,149519,29854,4731,0,7139,8854,73602,0.835615879889729,0.836308682330822,"FALSE","H2228","H2228","SNG"
"CELL_000798",52680,3412,160454,20177,6743,0,5720,8622,82738,0.822270298916789,0.807222702117201,"FALSE","H1975","H1975","SNG"
"CELL_000799",55220,3237,158567,19089,6887,0,8608,8157,81052,0.81991807718256,0.783077433860061,"FALSE","H1975","H1975","SNG"
"CELL_000800",56703,3335,153773,21962,5857,0,8781,7842,81772,0.831702783247114,0.778102433827908,"FALSE","HCC827","HCC827","SNG"
"CELL_000801",56807,3538,158542,17616,5757,0,6331,7907,80130,0.846536877468297,0.790303158579414,"FALSE","HCC827","HCC827","SNG"
"CELL_000802",55561,3948,152152,22469,6427,0,10273,8373,75344,0.815658844657085,0.805372583699753,"FALSE","H1975","H1975","SNG"
"CELL_000803",52212,3653,156645,20928,6990,0,7667,8459,80088,0.830886025268344,0.824492954688224,"FALSE","H1975","H1975","SNG"
"CELL_000804",52036,3457,155408,24506,5115,0,6716,9006,77346,0.827773898995711,0.857678372808113,"FALSE","H2228","H2228","SNG"
